tweet,location,Airline,Class
جيت بسجل دخول يطلع لي كذا ايش المشكله,"Ealing, London",Fly Nas,Negative
مكن ترد خاص,المملكة العربية السعودية,Fly Nas,Negative
حضراتكم انا عندي مشكله ف الغاء حجز ومش عارف اتواصل مع اي ارقام ليكم,,Fly Nas,Negative
ردوا يرحم امكم,,Fly Nas,Negative
ردوا خاص ضروري,,Fly Nas,Negative
لا استطيع اصدار بطاقه الصعود يقول لي بيانات وثيقه السفر غلط وانا متاكده,Ksa,Fly Nas,Negative
احاول اصدر بطاقه الصعود بيقولي البيانات المدخله غير صحيحه رغم اني متاكده,Ksa,Fly Nas,Negative
انا رحلتي اليوم كانت علي الساعه من الرياض لجده وجاتني رساله انه الرحله تاخر علي ونص والان وصلتني رساله ايضا بتاخير الرحله كيف اتاكد من موعد الرحله,"مكة المكرمة, المملكة العربية ا",Fly Nas,Negative
ردوا ثاني,,Fly Nas,Negative
اتمني الرورد علي الخاص,,Fly Nas,Negative
السلام عليكم انا حجزت رحله يوم الخميس وامس ادخل البرنامج يطلعي انه في رحله بعد ما حدثت البرنامج يقول مافس حجز,ساكن في مدرسة الاحترام و تقدير,Fly Nas,Negative
شوفو لي حل رجاء,,Fly Nas,Negative
حاولت اسوي تشيك ان ولاكن الموقع يقولي بياناتي مع الداخليه غلط وهي صحيحه,"New Orleans, LA",Fly Nas,Negative
السلام عليكم ابغي اضيف امتعه لرحله الساعه ٧ صباح لدبي مو قادره اضيف من الموقع مع انه يمديني اضيف بالرجعه ايش المشكله,,Fly Nas,Negative
"اتمني ان تكون علي حق
 لم استلم حقيبتي منذ اشهر وانا مستاء لغايه ولا احد يستمع لصوتي فانا اذهب الي المطار يقول اذهب الي المكتب اريد مكتبا يقول اذهب الي المطار انا مستاء جدا ما هو الحل بعد كل شيء اسمحوا لي ان اعرف ماذا افعل","Riyadh, Kingdom of Saudi Arabi",Fly Nas,Negative
السلام عليكم انا ابغ اسوي تعديل لرحله حقتي اخذ فءه فالو المفترض ادفع لو بسوي تعديل ليش يطلب مني البرنامج سعر تذكره جديده,,Fly Nas,Negative
لوسمحت ابغي اعدل رحلتي من ٢١ الي ٩ نوفمبر لكن السعر مره مرتفع مو الرسوم كانت ١٠ فقط,,Fly Nas,Negative
اريد ارفع شكوي لالغاء الرحلهرقم يوم شهر من,,Fly Nas,Negative
اله يعافيك انا حجزت تكت امس من باكو الي الرياض بتاريخ اكتوبر وتم خصم المبلغ ولكن ماتنفذ الحجز,"Riyadh, Kingdom of Saudi Arabia",Fly Nas,Negative
الرجاء الرد ع الخاص,,Fly Nas,Negative
السلام عليكمعندي مشكله بالحجز و تواصلت معكم من خمس ساعات وما انحلت لحينايش المشكله بالزبطواذا موظف التواصل ما يمديه يحلها ليش ما يصعدها لمن يمديه حلها وليش يتوقف الاستفسار عنده بعدم المعرفه وخلصليش مايكون في تدرج وظيفي لموظفينكم بالتواصل حسب خبرتهم يتيسر حل المشاكل عبره,,Fly Nas,Negative
حياك الهابغي تغير مكان اصدار جوازات تم حجز ثلاث تذاكر عن طريقها عبر طيران ناس لان مكان الاصدار علي التذاكر خطا و تواصلت علي الخاص بس ما افادني احد ومازال مكان الاصدار مثل ماهو قبل بالرغم من ان قيل لي انه تعدل من قبلكمهل في حلول لمشكله هذي,,Fly Nas,Negative
امس تاخرت الرحله ولا عطونا شي,"الجوف, المملكة العربية السعودي",Fly Nas,Negative
لاسف خدمه سيءه قاعده تقدمها طيران اديل لي يوم كامل اتواصل معاهم بدون فايده,المملكة العربية السعودية,Fly Adeal,Negative
دقيقه علي الرد الالي لهالدرجه مافي موظفين,,Fly Adeal,Negative
متي ناوين تردون,,Fly Adeal,Negative
عفشي مضيعينه له شهر ماحصلوه ولاحد تواصل معاي فاشلين بقوه,,Fly Adeal,Negative
حفظت الرد الالي من كثر ما انلطعت,,Fly Adeal,Negative
افشل طيران,,Fly Adeal,Negative
من الساعه اتصل الي الان مافضيتو ابدا,,Fly Adeal,Negative
السلام عليكم ورحمه اله انا قاص بوردينج انتظر عند البوابه علي رحله جده رقم و التاخير جا منكم ساعه ولمي خشيت دوره المياه وطلعت والباص واقف خليني اطلع ماردت عليا الا بعد ماراح الباص وقالت قفلت الرحله يعني انتم تاخرون عادي وانا عند البوابه ماتطلعين تقول الرحله راحت,المملكة العربية السعودية,Fly Adeal,Negative
ادق عليهم ولا يردون ولايردون علي الرسايل,المملكة العربية السعودية,Fly Adeal,Negative
عندي رحله ابي اعدل عليها ولا يردون لي يومين,المملكة العربية السعودية,Fly Adeal,Negative
ردوا علي الخاص لي يوم مرسل لكم علي الخاص,,Fly Adeal,Negative
من امس اكلمكم ولا تردون,Qassim,Fly Adeal,Negative
لدي طلب استرداد قيمه اضافه رضيع رفعت طلب بالرقم والي الان لم يتم استرداد المبلغ,"Jeddah, Kingdom of Saudi Arabia",Fly Adeal,Negative
يعني ردو علينا لاطيران ولاخدمه,saudi arabia(jeddah),Fly Adeal,Negative
"لماذا تم الغاء الحجوزات والتعديل فيها لعوده من الدوحه 
مع ان الوقت لا يكفي بعد المباراه لوصول لمطار",الشرقية/الخبر -ksa,Fly Adeal,Negative
طيران خرده ومكاتب بقبو المطار وبعض موظفين خدمات جويه سيءين خلق الطيران فن,,Fly Adeal,Negative
لي اربع ساعات لدي مشكله بالبودنق قصيته ولم تصلني رساله علما ان الايميل صحيح والرحله لم يتبقي,,Fly Adeal,Negative
لي اربع ساعات لدي مشكله بالبودنق قصيته ولم تصلني رساله علما ان الايميل صحيح والرحله لم يتبقي علي موعدها الا قليل ارجو حل مشكلتي,,Fly Adeal,Negative
"لدي مشكله
حجزه تذكره وتم السداد ولا جاني اي تاكيد كيف اتحق من الرحله وقص البوردنق لا يوجد عندي رقم الحجز المكون من ١٢ رقم",نيوزيلندا,Fly Adeal,Negative
اتمت اجراء السفر ولم تصلني رساله قص البوردنق لاعلي الاميل ولا رساله نصيه وش المشكله علما اني قصيت تذكره الصعود ولم تصلني,,Fly Adeal,Negative
خدمتهم خايسه,"أحد رفيدة, المملكة العربية الس",Fly Adeal,Negative
لو سمحت بقص البوردنق يقولي تم الارسال علي البريد الالكتروني ولا وصلني شي احاول اسوي تحميل بطاقه الصعود يرفض رغم ان المقعد طالع لي,,Fly Adeal,Negative
تم قص بوردنق لرحله لديكم ولم تاتيني رساله بالايميلا ارجو جل مشكلتي,,Fly Adeal,Negative
لاسف اسعار الطيران لدينا ليس لها ضابط واضح,,Fly Adeal,Negative
رجعو فلوسي بس,,Fly Adeal,Negative
عندي ادفع ٥٠ ريال ع السعوديه ولا عاد اركب معكم اكثر من مره نتاخر في المطار فوق ال٧ ساعات ولا حياه لمن تنادي,,Fly Adeal,Negative
من اسوا الطيران جدا جدا جدا سيء,,Fly Adeal,Negative
"سحب علينا طيران 
وكنسلو التذاكر ونكبو الترتيب كله ولاحول ولاقوه الا باله",,Fly Adeal,Negative
مستحيل ارجع اركب هالطياره معكم باذن اله اجل تاخير خمس ساعات وغير مده الرحله ماوصلت الا انا كاره السفره بكبرها,,Fly Adeal,Negative
ركبت مره ب ٢٠١٩ وما راح اعيده,,Fly Adeal,Negative
"السلام عليكم 
لو سمحت انا حجزت تيكت يوم ١٩ ولم يصلني الفاتوره ماذا افعل رقم الحجز",,Fly Adeal,Negative
قد يكون خل في الاداره مع العلم ان اديل طيران اقتصادي,Kingdom of Saudi Arabia,Fly Adeal,Negative
ردو خاص وش الخدمه التعبانه ذي من الفجر انتظر رد,,Fly Adeal,Negative
"تحسين الخدمه وجوده خدمات العملاء
اولي",Riadh,,Negative
"السلام عليكم
حقيبتي ما وصلت لي شهرين وتضيع وقت ورفعت شكاوي علي الايميل ولا مجيب واروح المطار واضيع وقتي ولا مجيب وهاتف مصرفي مافي جديد
واله ماهي خدمات عملاء
دي تصريف عملاء
صراحه تجربه جدا سيءه لشركه طيران",Riadh,Fly Adeal,Negative
"تمتلكون ازفت تطبيق في العالم
الف مبروك هذا التميز اسبوع احاول احجز ماني قادر 
بسب عدم اكتمال عمليه الدفع حاولت اسد فيزا و مدي و ماستركارد و سداد و لاسف ماني قادر بسب عدم رغبتكم بالتطور و التماس حواءج العملاء",,Fly Adeal,Negative
اسوء شركه طيران لا انصح بالسفر معهم,,Fly Adeal,Negative
طيران فاشل وموظفين ما يملكون ولا ذره خبره في التعامل,,Fly Adeal,Negative
افشل طيران في السعوديه,,Fly Adeal,Negative
ليش مايردون خدمه العملاء,,Fly Adeal,Negative
وصلت قبل موعد الرحله ب ٤٠ دقيقه وعندما ذهب الي الموظفه قالت انتهي الوقت وانا حاولت اطلع بوردنق من التطبيق ماصار الحين ابغي استرجع فلوسي كيف الطريقه,,Fly Adeal,Negative
"هم نظامهم يعبون باصين وخلاص يقفلون حتي لو باقي دقيقه من الرحله ويقول لك انت جيت متاخر
اساسا نفس الشي انا مو لاقي احد كان اتفاهم معه وراحت علي واله 
اخر شي طلعت الصاله الثانيه كاني كنسلت السفر ورحت احجز من جديد ودفعت مبلغ ضعف مبلغ التذكره الماضيه
راحت علي التذكره القديمه فالصو",,Fly Adeal,Negative
تم الغاء الرحله الي الدوحه الان من يعوضنا بعد ارتفاع اسعار التذاكر خطا غير مقبول الرحلات كانت ٣١٥٠ الان ٦٠ المفروض انتم المسءولون عن الزياده امل الرد,,Fly Adeal,Negative
حجزنا والغيتو الرحله ليتنا سالمين منكم,,Fly Adeal,Negative
اول مره يصير معي في طيران اديل في هذا الشيء مشرف طيران اديل جيزان ونفس طياره اسلوب مستفز جدا جدا جدا,المملكة العربية السعودية,Fly Adeal,Negative
سافرت فيه واله كان مريح,,Fly Adeal,Positive
السلام عليكم ورحمه اله وبركاته مساء الخير موظفين مطار طيران اديل استقبال غير جيد وطاقم طايره غير مرحين في الاستقبال الي عنده شنطه وكيس صغير جدا فيه عطر وشيء بسيط جدا خسران فيها ريال وخليتها ومشيت اول مره يصير معي في اديل من مشرف مطار اديل رقم رحله,المملكة العربية السعودية,Fly Adeal,Negative
خدمه العملاء مايردون,,Fly Adeal,Negative
مكن خاص احاول اتواصل معكم ماقدرت,"الرياض, المملكة العربية السعودية",Fly Adeal,Negative
نفس الي صار لي بالضبط و الي يقهر مافي احد يرد من موظفينهم اصلا ما لقينا احد عند البوابه ولا عند مكتبهم في المطار,"Riyadh, Kingdom of Saudi Arabia",Fly Adeal,Negative
اسوء تجربه طيران تروح علي البوابه قبل الاقلاع ب ٣٥ دقيقه تكون مقفله و مافي احد يرد عليك حتي اعلان نداء اخير ماعندهم تجربه لن تكر باذن اله,"Riyadh, Kingdom of Saudi Arabia",Fly Adeal,Negative
اخص طيران شفتها,,Fly Adeal,Negative
خافو اله الغيتو رحله كاس العالم ونكبتونا,,Fly Adeal,Negative
سلام عليكم صباح الخير انا حجزت تذكره من الرياض لجده وعند وصولي الكاونتر في المطار متبقي دقيقه لاقلاع الرحله ومنع الموظف طباعه بطاقه الصعود لطاءره بسب ان هناك تحديث في موقع شركتكم قد سبت لي اضرار,,Fly Adeal,Negative
اولا قومو بحل مشكلتنا قبل اي شي والتعويض عما بدر من موضفينكم,Khobar,Fly Adeal,Negative
"اساسا يترتب عليها مشاكل كثير حنا مطلعين تصريح بطاقه هيا لمده ٢٤ ساعه بناء الحجز 

 
 
 

 شكلها مو قدام والطيران المحلي كذا يسوي فينا",بـلادٌ حباها الله أمنًا وكـعبة,Fly Adeal,Negative
"تم الغاء حجزي من جده الي الدوحه

تحجز من فتره وترتب كل شيء واخرتها يتم الغاء بدون سب 

جمهور رايح يساند المنتخب في محفل عالمي ويجز ويدفع وبعدها بايام يجي الغاء 

علما تم الغاء الرحله بدون ذكر السب ولا يحق لكم الالغاء الا في ظرف قاهر فقط",بـلادٌ حباها الله أمنًا وكـعبة,Fly Adeal,Negative
الطياره في الشعار طايحه وهذا يعطي انطباع غير محب,kingdom of saudi arabia,Fly Adeal,Negative
"ماتوقع في قله احترام لعميل اكثر من كذا من اديل 
تم الغاء حجز لي بدون سابق انذار ويقولون يرجع المبلغ كرصيد في موقع اديل",Jeddah ,Fly Adeal,Negative
ليش تاخرون رحلتي من الدمام لدوحه قبل موعدها باسبوع وتاثرون علي كل شي عندي من الساعه ٦ الصباح الي الساعه ٩٤٥ ومباراه المنتخب موعدها ١ الظهر الرجاء ارجاع المبلغ حتي اشوف خطوط طيران مضمونه لو ادفع دبل المبلغ,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
وين الانجاز وانتم تءجلون رحلتي قبل موعدها باسبوع من الساعه ٦ الصباح الي ٩ الصباح انا عندي مباراه المنتخب الساعه ١ الظهر واثرتوا علي كل شي فرجاءا ابغي الغي الرحله واسترجع الفلوس واشوف لي خطوط طيران مضمونه,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
السلام عليكم سافرت في رحله قريبه لرياض وطلبت قاروره ماء من احد المضيفين ولم اكن اعلم انها برسوم وكذلك المضيف لم يخبرني انه يجب دفع ٣ ريال مقابل قاروره الماء ماذا افعل الان وكيف ادفع لكم ثمن قاروره الماء وارجع لكم حقكم لابرء ذمتي جزاكم اله خيرا,,Fly Adeal,Positive
الصراحه انا سافرت مع طيران اديل افضل كثير من ناس امشي علي رجولي ولا اسافر مع طيران ناس,jubail industry ,Fly Adeal,Positive
مكن نعرف ابمت حتوصلو المبلغ لتعويض الشنطه,,Fly Adeal,Negative
واله انه اخيس طيران لاسف وفوق ذا انا تبي تشحن شنطه حتي لو وزنها مسموح لا عندهم غير تدفع لهم سلامات المهم ماعليش طيرانكم ونظامكم مخيس, الرياض & تبوك ,Fly Adeal,Negative
طايرين بينا بفلوسنا ماهو بلاش ولا المشكله اما احجز وكل شي وقت ماتقص البوردنق ومعاك شنطه يقلك لا اذا الشنطه شحن تدفع حسابها لحال سلامات يارجال نصب واله عيني عينك لاتقولي زي طيران الخطوط السعوديه وبس قيمه الحجز شامله مع قيمه الشنطه بالوزن المذكور بالحجز, الرياض & تبوك ,Fly Adeal,Negative
اديل مايتركون حركاتهم استغلالين تحجز بمبلغ والدفع يطلع مبلغ المفروض الزياده تبان لي قبل الدفع مو لادفعر ينخصم مبلغ اخر لذالك ابي الاداره تواصل معي مالهم ارقام زي البشر,,Fly Adeal,Negative
طيران اديل مايترك حركاته بس ماينفع معهم الا الشكوي لطيران المدني يجيبون فلوسك غصب الان حجزت كان المبلغ لما دفعت انسحب والمبلغ الي ظهر لي وقت الحجز والخصم ولا راح يتركون حركاتهم والمشكله تصل عليهم مايردون,,Fly Adeal,Negative
ماني نفوز نبي دراهمنا حجزنا واسترجعنا واخذت شهر …,الجبيل العظيمة,Fly Adeal,Negative
انا عاجبني كيف قاعدين تسهلون كل شي لمسافر اهنيكم,,Fly Adeal,Positive
احلي مونديال بيكون احس و التسهيلات الي تصير من الملكه لحضور مره شي يجن,,Fly Adeal,Positive
اتواصل مع طيران اديل ولم يتم الرد علي ماهي الطريقه المثلي لتواصل و دمتم بود,Here,Fly Adeal,Negative
حولتونا عليهم ماحد يرد وش السالفه ماحد مداوم,Here,Fly Adeal,Negative
طيران مخفض بالمقابل مذله,مدينة الجبيل الصناعية,Fly Adeal,Negative
"توبه الحجز بشركتكم

ان كان الشي لكم فيا ويل العميل منكم وان كان شي لنا منكم فلا تطالب ولا تسال وانسي حقك

تعامل فيه شده وقصاء لكم ولكن منزوع و بدون الوفاء اذا زلتم او اخطاتم في حق العميل",,Fly Adeal,Negative
"فكره راءعه جدا جدا ماشاء اله 
تمنيت فقط الابقاء علي الخطوط السابقه واضافه الايقونه الجديده",,Fly Adeal,Positive
غسلو نوافذكم نشوف زين,,Fly Adeal,Negative
الوش وشكم اسود يا طيران التخلف فشلتوا في ضبط مواعيد رحلاتكم وفشلتوا باليه وصول العفش لوجه الصحيحه وتعملون دعايه لوش التاني,,Fly Adeal,Negative
"افالانش 
في بوليفارد رياض سيتي

طيراناديل


…


الهم اجعلني ذو حظ عظيم 
الهم اجعلني ذو حظ عظيم 
الهم اجعلني ذو حظ عظيم",,Fly Adeal,
"افالانش 
في بوليفارد رياض سيتي

طيراناديل





الهم اجعلني ذو حظ عظيم 
الهم اجعلني ذو حظ عظيم 
الهم اجعلني ذو حظ عظيم",,Fly Adeal,
يبارك فيكم,"الرياض, المملكة العربية السعودية",Fly Adeal,
"طيران اديل في موسم الرياض
طيراناديل",,Fly Adeal,
"افالانش 
في بوليفارد رياض سيتي 
طيراناديل","جدة, المملكة العربية السعودية",Fly Adeal,
تقول علبه كبريت مو طياره ه,,Fly Adeal,Negative
"اسوء طيران
رجعوا حقوق الناس
فين فلوسي اكثر من سنه رغم انكم قلتم ٢٤س
ورجعتم ٢٠ يوم وكله كذب في كذب
نصب عيني عينك
وينهيءهالطيرانعنكمياديل","جازان, المملكة العربية السعودي",Fly Adeal,Negative
لاسف مازلتم الافشل في الشرق الاوسط,,Fly Adeal,Negative
كيف الواحد يتواصل معاكم خاص,,Fly Adeal,
طيراناديل خاطري اروح واضحك واستمتع بالمسرحيه,,Fly Adeal,
ابدعت ماشاءاله,لطلبات التصميم 📩,Fly Adeal,
هم كذا قاصدين انا م ادري ايش جابركم تحجزون علي اديل نصابين واخس وازفت طيران علي وجه الارض واله العظيم لو يقولون الرحله بريال م احجزها,,Fly Adeal,Negative
انصب واخس وازبل طيران وموظفين علي وجه الارض,,Fly Adeal,Negative
"شكوي من عدم تجاوب المضيفه لتقديم ماء وعدم الرد علي طلبي وجلوسها بالخلف وشرب القهوه
رقم الرحله المضيفه توجد بالجزء الخلفي من الطياره",,Fly Adeal,Negative
اي احد حاجز الي قطر ذهاب واياب لمده اكثر من ٢٤ ساعه عن طريق طيران اديل فقد تمت جحفلته ياتعدل رحلتك وتروح فلوس السكن والمباريات ياتقعد في بيتك ياتروح فلوسك كلها طيراناديل,KSA🇸🇦 Jazan,Fly Adeal,Negative
"واله انكم كدادين 
ماعندكم ولا سالفه بس الشكوي له",,Fly Adeal,Negative
"هذا مستواكم مسرحيات فقط عدلوا جداولكم والتزموا باوقات الطيران اسوه بدول العالم الثالث لان مستواكم من طيران تشاد وغامبيا والغابون 
الرءيه تواكبها جميع القطاعات بالدوله الا شركات الطيران لدينا تخلف عن الركب","الجوف, المملكة العربية السعودي",Fly Adeal,Negative
السلام عليكم انا سافرت عن طريقكم و الشنطه فيها ايباد لما وصلت الايباد مكسور مين يتحمل هالخطا,الرياض ,Fly Adeal,Negative
"السلام عليكم 
قمت بحجز طيران اون لاين وتم خصم المبلغ وتم ارسال فاتوره بالمبلغ علي الجيميل ولكن لم يتم ارسال التذكره علي الجيميل واقوم بدخول رقم الحجز المرجعي ولكن يظهر لي ان البيانات غير صحيحه ارجو الافاده",,Fly Adeal,Negative
صحيح حجزت معاهم ذهاب اياب ودفعت واجلو رحله الاياب وعطلوني في جده ومن شهر لان مارجعولي المبلغ طيران سيء بامتياز,,Fly Adeal,Negative
ليش ماتردون علي مكالمات من امس انا دق عندي مشكله اسجل يقولي تم حجز بالموقع بس ماجاني اي رساله او ايميل اثبات ياكد اني حجزت,,Fly Adeal,Negative
طاير بي بلاش اله لا شكر فضلك بحقي وماخذ علي زود بعد,,Fly Adeal,Negative
ليش ما تردون خاص مافيه عنايه بالعملاء,,Fly Adeal,Negative
ياشيخ اله لايوفقكم ول يربحكم لا انتو ول الموظفين الي جابينهم وحسبيه اله عليكم واله اول مره اخر مره وبيني بينكم حساب عند رب العالمين,المملكة العربية السعودية,Fly Adeal,Negative
وربي مو طبيعيه اسعار الطيران ولا معقوله و لا منطقيه رحله بيشه الدمام دايركت وشنطه الكبينه فقط وخدمات زي وجيهكم بهذا السعر,Kingdom of Saudi Arabia,Fly Adeal,Negative
اسواء طيران,Sudan🇸🇩,Fly Adeal,Negative
ونحن كذلك سنين متحملينكم علي غلاء اسعاركم المتزايد وقل الخدمه وتاخير رحلاتكم المعتاد,مكة المكرمة,Fly Adeal,Negative
نفسي اروح اهلي هالاجازه الي بين الفصلين ليه طيران غالي واسعار مبالغه فيها من الرياض الي تبوك حرام عليكم حسوا فينها عندنا اهل ليه اسعار مبالغ فيها علي اسبوع كمان,المملكة العربية السعودية,Fly Adeal,Negative
حسبنا اله ونعم الوكيل وبس,,Fly Adeal,Negative
اليوم نفس القصه مع اهلي في مصر قالوا قفلت الرحله ست تذاكر راحت كذا ظلم,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
"هذي حركاتهم تخفيض التذكره مقابل عدم الامان

سواها معي مرتين اذا جيت لكونتر الشنط قالوا تقلت الحجوزات ومره اخري قصيت البوردينق ودخلت لبوابه الطياره قال قفلت الرحله ما في دخول واله رجعت وانا اطالع الطياره واقفه",,Fly Adeal,Negative
ما يردو,"جدة, المملكة العربية السعودية",Fly Adeal,Negative
يعطيكم العافيه وشكرا علي المصداقيه وصلني ايميل برمز القسيمه والتذاكر من ارامكس باقي شي واحد وتكمل الفرحه ودنا بخصم علي تذاكر السفر من الحبايب,Kingdom of Saudi Arabia,Fly Adeal,Positive
"ماعمري حجزت علي طيران اديل واذا كان بنفس مستوي طيران ناس فاله يعوض علينا 
المنافسه تكون لافضل احنا الطيران يتنافس من الاسوء والاغلي",جده,Fly Adeal,Negative
"فقدتم مصداقيتكم
رجعوا حقوق الناس فلوسي يانصابين سنه لم ترجعوها
ازفت طيران","جازان, المملكة العربية السعودي",Fly Adeal,Negative
"طايرين بيكم
كلمه كلها ذوق
يسلم لسانكم واله",,Fly Adeal,Positive
اخذوا عليه مبلغ بالخطا واعترفوا بخطاهم ولم يعيدون المبلغ من خمسه اشهر اله لا يسامحهم,,Fly Adeal,Negative
وش ذالاسعار راتب شهركامل علشان رحله مدتهاساعتين,,Fly Adeal,Negative
فاشل,Riyadh,Fly Adeal,Negative
طيران فاشل,Riyadh,Fly Adeal,Negative
طيران سي لغايه,Riyadh,Fly Adeal,Negative
ليش ادفع تذاكر علي عاءله كامله عشان حضرتهم يقفلون البوابه قبل الرحله بنص ساعه طيب انا قاصه البوردنق ومجهزه كل شي,Riyadh,Fly Adeal,Negative
مطار جده مافيه اي تعاون مع الموظفين,Riyadh,Fly Adeal,Negative
حسبي اله عليكم جيت الساعه ٨٥٨ والرحله ٩٢٠ ويقولون الابواب تقفل قبل الرحله,Riyadh,Fly Adeal,Negative
اخيس طيران,Riyadh,Fly Adeal,Negative
عند التسجيل تم ادخال البيانات الي الدفع بس لم يرسل لي بتاكد الحجز ولم يرسل لي في البريد الالكتروني اذا تم تاكيد او لا ولم يخصم من رصيدي مبلغ الحجز,الدمام,Fly Adeal,Negative
يالهي زودو المكيف وقت الاقلاع جاتني نوبه هلع من قل الاكسجين,,Fly Adeal,Negative
انا حاجزه رحله وتم حرماني منها بحجه متاخر عالرحله وحجزت علي طول رحله ثانيه ودفعت وتم كل شي فجاه يتصل علي مصري يقول ياتدفع سعر الرحله احنا زدنا بالسعر ياتدفع زياده ولا تنلغي رحلتك باتي وجه حق وانا دافع الايصالين وتم الحجز,,Fly Adeal,Negative
مو معقوله انتظار ٢٠ دقيقه وما يرد احد والمشكله غيرتوا موعد الرحله ولا اقدر اعمل شيء من التطبيق وماتردوا حتي في تويتر,,Fly Adeal,Negative
"اتصل ولا احد يرد ليا نصف ساعه انتظار 
ابغي اعدل علي حجزي واضيف مسافر 

مكن احد يرد",,Fly Adeal,Negative
دايم هاضمين حق القصيم,المملكة العربية السعودية,Fly Adeal,Negative
راءع جدا,,Fly Adeal,Positive
اكلمكم ولا فيه تجاوب,Qassim,Fly Adeal,Negative
ياخي شوفو لنا حل ذي ثاني مره تصير معي اجي ابغي اقص البوردنق ويجيني متكوب مسافر بدون مقعد واحط اختيار مقعد مايقبل واروح المطار قبل الرحله بساعه و١٠ دقايق عشان اقص ما احصل موظف الكونتر ويقول قفلت عليك الرحله وش ذا الظلم تروح فلوسنا ع الفاضي,,Fly Adeal,Negative
"من اسوا الشركات التي تعاملت معها 
وصلت قبل موعد السفر بساعتين ما وجدت موظف يمثل الشركه في المطار",المملكة الأردنية الهاشمية,Fly Adeal,Negative
دقه بالمواعيد بس طيارتكم قديمه جدا وبداءيه تذكرت عام,,Fly Adeal,Positive
واله انها اطقع شركه,,Fly Adeal,Negative
صراحه افضل طيران جربته,,Fly Adeal,Positive
"محدودين مالقو رحله
متيقن يقين انكم اخر اختيار","الرياض, المملكة العربية السعود",Fly Adeal,Negative
ليش مافي رحلات,السعودية العظمى ,Fly Adeal,Negative
من امس وانا احاول اتمام اجراء السفر واقص البوردنق م يرضي مع اني تالحجز تاكد كيف الحل,.,Fly Adeal,Negative
ليش ناقص رحلات تبوك الدمام مع العلم انها الغت الخطوط السعوديه,"تبوك, المملكة العربية السعودية",Fly Adeal,Negative
"ياجماعه في تخغيض الاسهار الي تكلمو عليها
اجازه المدارس الي حتبدا الاسبوع القادم سعر التذكره ذهاب و عوده وصلت فوق ال١٠ ريال
كيف نقدر نشوف اهلنا كيف نقدر نروح نشوف موسم الرياض بدي الاسعار
مو مهقوله اسافر دوله ثانيه ارخص من اني اروح لجده مثلا",saudi arabia,Fly Adeal,Negative
"اذا قمت بزياده وزن شنطه السفر
ليش ادفع رسوم انا وطفلي الصغير
انا فقط اريد زياده عد الشنط
ليش الطفل تزيدون وزن شنطته","الرياض, المملكة العربية السعودية",Fly Adeal,Negative
"التطبيق لا يعمل ولا الموقع الاكتروني
كيف اقدر احجز رحله",المملكة العربية السعودية,Fly Adeal,Negative
ما اسخف عروضكم انظروا خارج الصندوق و تبصروا بالامر شركات الطيران بالدول المجاوره تجاوزتكم وانتم لا زلتم بالحظيظ تخبط ادارتكم وتاخر رحلاتكم وسوء عروضكم تزكم الانوف المشكله بكم انتم السوق مشجع جدا جدا ولكن كما قيل المرعي اخضر والعنز مريضه,"الجوف, المملكة العربية السعودي",Fly Adeal,Negative
اسوا تجربه اليوم علي طيران اديل رحله الرياض جده وتعنت وتعامل جدا سء من موظف واقف علي سلم الطياره نزل شنطتي وغرمني حجز رحله تانيه رغم اني لابس الاحرام ورايح عمره وعلي سلم الطياره,,Fly Adeal,Negative
اطلبكم قيمه تذكره كنسلتو الرحله قبل ٣ شهور ومارجعتو فلوسها,ذَهَبتّ معَ الرْيح.... #الخفجي,Fly Adeal,Negative
قبل توزعو جواءز رجعو لناس ثمن تذاكرها وحقوقها,,Fly Adeal,Negative
تمت مراسلتكم اكثر من مره في الخاص دون اي رد منكم ارجو الاهتمام,,Fly Adeal,Negative
"فلاي اديل مسخره الطياره الساعه ٨ المفروض تقلع يطلعوك الطياره ٩ ونص 
وفجاه يقولك عطلانه وخليك في الطياره ساعتين نصلحها نجلس معاهم في ورشه الصيانه 
طيب عوضونا تذاكر وفندق وخلو الراكب يستريح","جدة, المملكة العربية السعودية",,Negative
"حقيقي حاجه مقرفه الحجز معاكم 
حجزنا من شهر و لغيتوا الحجز 
و رفعنا طلب استرداد و اكثر من شكوي و لان لم يتم اعاده المبلغ 
كان ما عندنا شي غير نطرد وري فلوسنا عندكم",,Fly Adeal,Negative
مكن تردون علي رسالتي,النادي الملكي,Fly Adeal,Negative
"محاولات من الساعه وربع لمعرفه اين حقيبتي ولان لم يرد علي احد
ثلاث اشخاص في مطار جده لبحث وايضا لا خبر ولا اي معلومه والسب لايوجد نظام لطيرانكم", K.S.A  jeddah  جدة ,Fly Adeal,Negative
السلام عليكم انا ادخل رقم الحجز والفاتوره ويرفض يقص البوردنق,,Fly Adeal,Negative
"وش ذنب الموظفين تفوتهم الطياره 
اديلسواءخطوط",المملكة العربية السعودية,Fly Adeal,Negative
تذكره انا واختي راحت علينا ب١٤٠ ورحنا وقصينا ثانيه ١٤٠,المملكة العربية السعودية,Fly Adeal,Negative
مطار الدمام كذلك كثير فاتهم الرحله,المملكة العربية السعودية,Fly Adeal,Negative
